community_id,cod_modelo_color
3,53020589-28
3,51040639-99
3,51000912-TM
3,53075757-99
3,53030898-08
3,53070814-02
3,53040611-02
3,51033029-01
3,43087742-01
3,43017838-81
3,53050611-TM
3,51070638-02
3,53013035-01
3,51080804-99
3,51020984-99
3,53083714-31
3,51050933-15
3,53063772-92
3,53070861-11
3,43057745-08
3,53080575-20
3,53080604-05
3,51070817-02
3,53083725-15
3,43015793-OR
3,53050585-28
3,43060860-03
3,43055757-02
3,43023763-99
3,53070542-05
3,43015788-OR
3,53031080-95
3,43031107-01
3,43027740-CU
3,43015730-85
3,51020622-02
3,53030681-43
3,51070618-05
3,53040881-37
3,53080599-69
3,51040641-56
3,43063738-46
3,53060649-70
3,53070824-46
3,57075941-96
3,53080721-05
3,53013765-99
3,53080599-99
3,51021048-02
3,53050915-TC
3,53090886-76
3,53060833-01
3,53031022-02
3,41029069-83
3,41043703-05
3,53003740-99
3,53041167-99
3,43027741-02
3,43035799-09
3,53000790-02
3,53060658-74
3,53050632-08
3,53053730-43
3,53013049-70
3,53030594-08
3,51020621-85
3,53073714-20
3,53050616-01
3,43088834-05
3,51023052-99
3,53055711-94
3,51050592-02
3,53030653-56
3,53070968-99
3,53070540-07
3,53080520-99
3,53070602-01
3,43065789-99
3,51060794-74
3,53093715-09
3,51080925-15
3,53023719-99
3,43095747-20
3,53080681-20
3,51033730-56
3,53000876-01
3,53060916-05
3,53060711-37
3,53025737-99
3,53050734-12
3,53070768-99
3,43080787-35
3,43003763-OR
3,53071003-68
3,53000876-56
3,53030836-81
3,53090974-02
3,53011056-87
3,53043045-05
3,53053764-99
3,53085708-03
3,51070638-14
3,41079066-05
3,51040641-76
3,51090918-43
3,53090800-OR
3,53103804-OR
3,43068835-20
3,43057797-07
3,43087713-05
3,53060987-02
3,53010991-37
3,43068829-87
3,51040641-20
3,53030601-81
3,53050718-62
3,53071097-02
3,53040741-56
3,51060919-37
3,53060740-61
3,53050803-OR
3,53040623-76
3,43059077-05
3,51090740-99
3,51040588-02
3,53010929-99
3,43075022-06
3,53060569-99
3,53070609-99
3,53030871-05
3,43065758-07
3,51055025-43
3,53020934-01
3,43035019-08
3,53020927-05
3,53073036-37
3,51013711-50
3,51000622-02
3,51083712-06
3,53090511-CU
3,51090640-30
3,53030572-32
3,41045815-45
3,53010932-85
3,53021010-43
3,53020623-01
3,41041002-37
3,43025787-OR
3,53060972-53
3,43005014-56
3,53000588-TM
3,57022877-99
3,57014753-02
3,53061103-02
3,51063044-99
3,43027705-02
3,43087725-99
3,53090966-02
3,53093022-30
3,43037739-70
3,53055727-08
3,53050727-08
3,53000843-02
3,53040623-02
3,53081101-30
3,51060676-15
3,53030597-52
3,53063755-TU
3,43083762-01
3,43073754-OR
3,53060589-37
3,53030653-37
3,51030736-70
3,53070584-02
3,53030716-26
3,53000619-02
3,53083024-CG
3,57017113-99
3,53063750-01
3,51000910-43
3,53070610-08
3,53060724-11
3,53113784-09
3,53050615-01
3,53020607-07
3,53020686-TC
3,43019091-52
3,53090574-80
3,53031101-07
3,53010608-50
3,53060602-TM
3,53063770-37
3,51093024-30
3,53070609-02
3,53011087-02
3,53073000-99
3,53020602-52
3,43058831-01
3,43079077-05
3,53023042-52
3,53070773-56
3,53060609-12
3,53010582-TN
3,43045778-99
3,51060677-37
3,53013047-01
3,43080977-OR
3,51063704-69
3,41047043-85
3,57005909-70
3,53063023-92
3,51093753-99
3,43040692-OR
3,41065027-19
3,53070688-02
3,53010925-01
3,43019090-02
3,53093022-02
3,51060905-02
3,53043036-09
3,51000638-99
3,53103796-OR
3,43077801-05
3,53073041-04
3,53040874-85
3,43025769-08
3,53083022-30
3,53095011-CG
3,51093755-92
3,53040712-OR
3,53070521-92
3,53051029-99
3,53080801-12
3,53013756-79
3,53030717-02
3,41078827-70
3,51030736-20
3,51060789-74
3,43023733-09
3,53040970-99
3,51031014-70
3,51080620-30
3,53010573-TM
3,51031021-68
3,53053023-92
3,53030593-08
3,43047758-05
3,53033047-99
3,43025785-OR
3,51020888-40
3,53070542-37
3,51065749-85
3,43097778-01
3,51060621-76
3,53080604-70
3,43087018-BL
3,51000943-07
3,43040686-99
3,41087794-50
3,53030940-56
3,53040519-08
3,53050583-99
3,53030714-26
3,53073023-92
3,53090650-52
3,53070680-80
3,43065018-TC
3,43095018-28
3,53030719-OR
3,53000891-50
3,53080510-28
3,53040620-28
3,53080604-99
3,53003729-99
3,53040548-12
3,51065727-01
3,53090599-99
3,51041120-99
3,53063039-02
3,53003736-50
3,53000578-01
3,53060547-37
3,53050886-TM
3,53073038-01
3,53080868-50
3,53010929-15
3,53090599-05
3,53000877-56
3,53073043-02
3,53080655-05
3,53060610-37
3,43039083-02
3,51090637-14
3,51050640-74
3,43060711-OR
3,51080620-99
3,53003793-99
3,53010573-TC
3,53051046-28
3,51013711-99
3,53070887-PL
3,41099080-52
3,51060422-08
3,51063763-02
3,53063701-78
3,53080913-02
3,53041167-37
3,53053023-76
3,51090613-11
3,53060602-01
3,53070616-07
3,53060865-02
3,43035779-99
3,53020866-13
3,53010924-14
3,53030665-01
3,53040628-99
3,53030819-05
3,53060592-12
3,51040641-99
3,53015749-79
3,53013714-31
3,51090925-15
3,51003746-76
3,43033720-15
3,51070586-08
3,43057762-01
3,51001127-15
3,53020603-70
3,51041120-43
3,53040970-02
3,43035012-05
3,51000637-87
3,53030908-01
3,51050756-07
3,53030799-87
3,51063734-02
3,51050897-37
3,53080539-TO
3,51030904-08
3,57087687-94
3,53000619-70
3,53070641-92
3,43025797-52
3,43037798-07
3,53020863-01
3,53020670-76
3,51040615-08
3,43045819-50
3,53020591-02
3,53010925-56
3,43067759-01
3,43030715-OR
3,53080749-TO
3,53050545-TC
3,51063734-99
3,51000636-85
3,53090547-TO
3,51050933-05
3,43067768-99
3,51083712-52
3,53090975-99
3,53060546-05
3,53000671-70
3,53003062-99
3,53060755-05
3,43045011-42
3,51030638-14
3,53090774-56
3,53073791-99
3,43015037-12
3,51060618-23
3,43095786-30
3,51023030-01
3,53113783-09
3,53080544-05
3,51043730-77
3,53070644-18
3,51050751-07
3,53043026-99
3,53090588-99
3,53053712-07
3,51000622-85
3,51067019-69
3,43015795-OR
3,53050602-01
3,51043029-70
3,43065748-02
3,43030693-PL
3,53020687-80
3,53060511-08
3,51090674-28
3,53043053-99
3,43045035-PL
3,53021011-07
3,51020639-12
3,53010920-05
3,43047752-99
3,53003716-99
3,43017744-99
3,53043753-99
3,53030624-70
3,53070830-OR
3,51031125-15
3,51053041-11
3,53003732-06
3,43065750-99
3,53073024-70
3,53020670-02
3,51030979-07
3,53050681-OR
3,53020608-07
3,53070745-79
3,43097037-02
3,53090599-56
3,53033770-85
3,53070640-85
3,53071101-81
3,53030553-TO
3,53070984-08
3,53083043-61
3,53060757-05
3,53060600-56
3,43093765-99
3,53020816-02
3,53000617-50
3,53030662-01
3,53053033-99
3,51040592-01
3,51055033-79
3,53020744-28
3,43005031-PL
3,53080520-09
3,43013748-01
3,53010582-01
3,51040845-02
3,43025015-02
3,53070520-06
3,53080528-28
3,57030536-CU
3,53050914-99
3,53070634-01
3,53030651-15
3,51070896-07
3,53051046-02
3,53000586-01
3,53050926-37
3,53060693-02
3,53020985-02
3,53090844-05
3,53060589-87
3,53090905-07
3,51020621-37
3,53000620-70
3,43085744-08
3,51030981-43
3,43015773-20
3,53043763-OR
3,43050898-30
3,53020816-56
3,53030652-99
3,53073715-05
3,53070773-01
3,53070542-85
3,51013750-99
3,53071117-99
3,53083026-02
3,53080520-06
3,53050655-28
3,53020604-28
3,53030651-70
3,51090921-54
3,53080641-76
3,51030639-99
3,51055024-08
3,53090880-02
3,53030587-01
3,43080721-OR
3,43087016-99
3,51060618-79
3,53003762-OR
3,43097754-99
3,53083037-05
3,53070721-05
3,53000928-15
3,41053748-08
3,44015036-42
3,53000671-99
3,51043029-01
3,53053756-79
3,51070804-99
3,41025782-23
3,53000928-37
3,53031101-01
3,53060814-02
3,53060830-OR
3,53090764-99
3,41085800-02
3,51023749-45
3,53023046-37
3,53090966-99
3,53040741-37
3,51050919-43
3,53113798-08
3,53080681-37
3,53050722-99
3,53020768-02
3,51030639-02
3,53135788-05
3,43033720-52
3,43055027-46
3,51000637-99
3,51051013-01
3,41095799-02
3,53061046-92
3,53020670-30
3,51090797-12
3,51090925-05
3,51011025-02
3,43003754-OR
3,53053742-20
3,51063707-99
3,51000949-02
3,53000867-13
3,53043754-56
3,53177757-79
3,53030691-OR
3,53030682-70
3,43003751-OR
3,51050592-08
3,53050602-TM
3,53093037-05
3,51030638-02
3,53020753-08
3,43065819-50
3,51053704-92
3,53135799-09
3,53043027-02
3,53010925-15
3,53043717-15
3,43050937-OR
3,51040588-99
3,53030836-76
3,53080520-02
3,57056303-04
3,43003701-TO
3,41083025-99
3,43030693-OR
3,43017712-02
3,51043730-56
3,53030579-79
3,43095022-OR
3,53020587-81
3,43095746-01
3,53060658-01
3,53090460-02
3,43079062-05
3,43090723-OR
3,41095814-45
3,53090588-02
3,43098835-CU
3,53030602-02
3,53030602-15
3,51031014-99
3,53000875-01
3,43087766-OR
3,53060603-28
3,43049062-12
3,51060587-08
3,53040605-CU
3,53013741-05
3,57075912-52
3,43063765-02
3,53060522-05
3,44013753-08
3,53030583-15
3,41085789-92
3,53083033-01
3,53090590-02
3,53020933-02
3,53090620-02
3,41083009-02
3,51020639-37
3,53060546-15
3,53060568-99
3,57085922-OR
3,51023731-56
3,51970647-70
3,53030688-43
3,53040896-80
3,51070909-76
3,53030653-70
3,53080803-02
3,53090589-45
3,53053040-99
3,53030836-01
3,53000876-70
3,53080801-99
3,53103805-OR
3,53063783-32
3,51040856-94
3,51053728-56
3,53003716-02
3,53020610-12
3,51090637-02
3,57025920-OR
3,51080896-07
3,53090827-OR
3,43025786-OR
3,53040541-05
3,53040627-99
3,53023045-43
3,53010927-06
3,53081019-68
3,53010872-37
3,53030667-99
3,51080660-02
3,41085019-02
3,43045777-99
3,53040623-99
3,43067730-99
3,53020924-02
3,53040904-02
3,53020670-81
3,53010933-15
3,53063706-37
3,53033755-79
3,53080599-92
3,53090620-37
3,43045027-01
3,53080544-50
3,51003051-99
3,53083023-70
3,53080539-TM
3,53000897-99
3,53070717-OR
3,53030802-20
3,53060873-56
3,53060824-68
3,53090693-08
3,53060602-TN
3,53083713-05
3,43015805-02
3,53010937-05
3,53010608-99
3,51003031-01
3,53090716-15
3,43057755-05
3,53060683-70
3,53030547-TM
3,53030666-26
3,43028820-08
3,51030857-15
3,43005038-01
3,53043759-79
3,53070698-08
3,53000883-01
3,53063770-02
3,51030644-85
3,53000642-01
3,51003058-11
3,53063713-02
3,44045825-OR
3,53030603-70
3,53050682-70
3,53040601-02
3,51051126-01
3,51070647-70
3,51030704-05
3,41069066-05
3,43060805-OR
3,43095826-02
3,43099073-10
3,43027739-99
3,53000586-TC
3,53070824-99
3,51023711-02
3,53090656-17
3,43015821-TC
3,53051043-07
3,51083028-08
3,53020610-99
3,43003753-OR
3,53060729-15
3,53010823-08
3,53090544-50
3,53080611-15
3,53023713-07
3,43035720-01
3,51000622-06
3,53010935-02
3,51080752-08
3,53063699-08
3,53053710-99
3,53060545-07
3,53060609-99
3,51080606-08
3,53050623-52
3,43025788-70
3,41017020-08
3,53093042-01
3,53040628-50
3,53080529-81
3,53073709-72
3,43057021-01
3,43065785-OR
3,53070789-07
3,43047706-02
3,57036303-07
3,43000639-TM
3,53043765-02
3,43089081-56
3,53000885-37
3,53033792-52
3,41039067-05
3,53080906-41
3,43073696-TN
3,43037769-32
3,43033720-23
3,53033037-02
3,43080722-OR
3,43047032-08
3,43099087-50
3,53000642-51
3,43088834-50
3,51033705-69
3,53075772-76
3,53061047-12
3,41039070-80
3,53063023-99
3,43070802-OR
3,53040601-69
3,51070587-05
3,53060649-02
3,53063048-99
3,41058827-05
3,43095808-08
3,53000843-52
3,53030684-01
3,43037755-07
3,53050549-05
3,43025746-08
3,53080982-01
3,53000927-99
3,43023763-01
3,53060522-99
3,51033730-08
3,53000578-TC
3,53000578-BL
3,53117744-99
3,53060547-TA
3,51040612-35
3,53043041-08
3,43037019-BL
3,43095747-99
3,53080547-02
3,53023035-OR
3,43035756-16
3,53070966-99
3,53023045-90
3,53003794-02
3,53021059-08
3,53040541-TC
3,53050518-99
3,53080716-OR
3,51023739-43
3,53040887-TC
3,43057718-08
3,43085770-01
3,41095829-02
3,43047812-02
3,51083028-01
3,51050640-10
3,51093779-99
3,53010619-94
3,51080968-07
3,43035742-01
3,43063762-08
3,51073704-92
3,51020622-08
3,53070589-37
3,53013045-99
3,53063037-OR
3,53080510-12
3,53020932-85
3,43000547-TC
3,53010619-82
3,53090663-32
3,43095781-07
3,53040531-05
3,53050602-TO
3,43073762-01
3,53970589-87
3,53050719-28
3,53073026-02
3,43033733-79
3,43049062-05
3,53080604-49
3,53073750-30
3,53050987-01
3,51060638-14
3,53013762-99
3,53033039-20
3,51050641-52
3,51040902-54
3,53113781-09
3,53050867-56
3,53050611-02
3,53060634-01
3,53023043-04
3,53000934-TC
3,53060881-02
3,43027025-08
3,53031038-99
3,53013048-87
3,53061101-62
3,51090908-76
3,43037764-05
3,53000588-TC
3,53025737-02
3,53080634-07
3,41089072-05
3,53071008-05
3,43005827-05
3,53030678-20
3,53003725-99
3,51090740-72
3,53090913-52
3,53080880-37
3,53050547-17
3,53070520-52
3,53073711-37
3,51053704-69
3,53083758-05
3,43065810-99
3,43083719-99
3,53073023-76
3,51061037-06
3,51033029-08
3,51060897-TM
3,53053709-56
3,53011088-02
3,53000642-TC
3,53080504-06
3,51093028-08
3,41047807-20
3,53060583-85
3,53060609-56
3,53090834-99
3,51090921-37
3,53050585-02
3,53040531-70
3,53010926-52
3,53033048-87
3,53030593-52
3,53070803-52
3,53053758-69
3,41055822-08
3,43029064-99
3,53000892-81
3,53050938-TM
3,53000843-01
3,51050904-43
3,43005802-OR
3,41047044-20
3,53080604-07
3,53090872-20
3,53030780-08
3,53000938-06
3,53090764-01
3,53020603-17
3,53083030-99
3,53073037-99
3,51070902-02
3,53080739-81
3,51960789-74
3,51033029-70
3,43035764-08
3,53003722-70
3,51030638-45
3,43045787-OR
3,41047795-52
3,53070520-56
3,53090622-20
3,53013061-30
3,51090925-02
3,53060568-30
3,51060978-43
3,51080620-76
3,51070897-37
3,43013749-09
3,53013765-09
3,53000937-TM
3,53070592-08
3,53023049-70
3,51070630-99
3,53060634-70
3,51030644-99
3,51070905-70
3,51080606-02
3,53060873-15
3,53063730-43
3,53070520-02
3,53050722-01
3,53000867-86
3,53050923-TC
3,53090712-07
3,53083725-99
3,53080842-02
3,53020667-32
3,41067806-05
3,51093712-06
3,43077738-CU
3,53090588-01
3,43057721-15
3,53080547-TO
3,51063744-85
3,53080803-01
3,43075794-OR
3,51060638-02
3,53093032-02
3,53060610-06
3,53030597-99
3,51061037-15
3,51093712-52
3,53010823-20
3,53033036-13
3,53063713-99
3,53075773-37
3,53033770-37
3,51023731-08
3,51040641-15
3,53000588-02
3,53060833-37
3,41057802-02
3,43005028-87
3,53010992-37
3,53040524-56
3,41041002-02
3,53030993-02
3,53030663-01
3,51093738-79
3,53030605-02
3,53040521-07
3,53080586-81
3,53083725-81
3,43089077-01
3,53043748-TO
3,43039053-02
3,51093704-08
3,53093035-13
3,51050885-37
3,53073042-28
3,53060745-02
3,53090592-30
3,53010967-82
3,51070891-37
3,53083023-30
3,53060641-99
3,53030799-53
3,53040876-02
3,53020668-15
3,51073741-56
3,53050630-09
3,53063745-85
3,51000943-30
3,53081046-02
3,53070631-08
3,43027739-01
3,53030992-05
3,53060592-02
3,51050756-12
3,53073730-99
3,53030659-02
3,43013764-99
3,43013751-70
3,53000843-85
3,53060987-79
3,51090750-07
3,53080871-99
3,53030686-80
3,53070575-45
3,43003746-05
3,53050718-26
3,51043050-05
3,53033750-70
3,53050624-45
3,51040837-02
3,53070767-99
3,53090883-02
3,51030703-05
3,43025758-08
3,53063048-28
3,53060836-52
3,53030876-02
3,51080753-70
3,41025822-05
3,51003711-01
3,51030620-52
3,53050546-05
3,53043751-15
3,53060824-46
3,53030654-01
3,53060641-92
3,51040615-99
3,41083009-08
3,53081158-OR
3,43095026-87
3,53010921-01
3,53050635-30
3,53063036-15
3,53020606-30
3,57022877-02
3,51090640-99
3,53053044-05
3,53093038-01
3,41005828-05
3,43019074-02
3,53055707-28
3,53051043-99
3,53030715-OR
3,53050576-01
3,43050805-OR
3,53023053-16
3,53090546-17
3,53070613-02
3,51000636-99
3,43059063-05
3,51073741-99
3,53050683-92
3,51080925-05
3,53050906-99
3,43023758-08
3,53070658-02
3,53050881-17
3,43083004-08
3,53013718-99
3,41035760-07
3,51031116-02
3,51070618-85
3,43063738-OR
3,41065822-50
3,43097723-01
3,53070860-05
3,53043764-37
3,53040892-CO
3,53050905-81
3,43027020-01
3,43085809-28
3,51093025-99
3,41047031-01
3,43025819-TN
3,43070853-OR
3,53080547-01
3,43035786-OR
3,53063023-76
3,43069065-80
3,53010616-85
3,51070586-02
3,43033761-OR
3,53000591-BL
3,41075826-37
3,53023748-32
3,51030620-85
3,53030711-26
3,53093036-13
3,53051029-02
3,53080802-52
3,53050926-99
3,53030963-99
3,53080883-81
3,53053040-05
3,43055811-05
3,53085740-01
3,57075916-43
3,53030840-50
3,53000671-94
3,53020797-85
3,53003758-81
3,53080640-OR
3,53080547-TC
3,51000637-06
3,51080660-99
3,51093729-77
3,43005812-52
3,57004381-99
3,43047759-05
3,53030613-28
3,51090485-01
3,53093026-30
3,53000874-02
3,51003031-50
3,51025720-91
3,41085754-09
3,53090517-08
3,53030553-TC
3,53010873-08
3,53091060-05
3,53080687-14
3,53065735-92
3,53080545-07
3,53020986-02
3,53080778-01
3,41049070-01
3,51011028-70
3,43057045-05
3,53033028-02
3,53030685-70
3,53020581-92
3,53020746-28
3,53071008-37
3,53070602-TN
3,53050595-OR
3,53080584-02
3,53080589-45
3,51050893-99
3,41085034-28
3,43075033-02
3,53083022-70
3,41039066-43
3,53030940-02
3,53030751-28
3,51053025-30
3,53000890-02
3,53060637-92
3,43027039-77
3,43017813-02
3,53020884-01
3,53010842-01
3,53081096-32
3,53070611-02
3,53050961-11
3,43057761-08
3,53003764-OR
3,53060914-06
3,51080907-30
3,51053035-99
3,53060975-99
3,53030650-56
3,53073715-70
3,53060868-05
3,53030624-06
3,53173045-85
3,53071046-28
3,57005929-PL
3,53010870-05
3,53003725-05
3,53040613-05
3,53073790-30
3,43015796-OR
3,53020929-TC
3,43017044-05
3,51030644-02
3,53040613-28
3,51053748-45
3,53043717-02
3,53080923-15
3,53090968-08
3,43035022-23
3,53060609-02
3,53050831-OR
3,53050545-05
3,53050905-37
3,53093022-70
3,53020928-02
3,51060909-76
3,51000640-12
3,53090586-87
3,43055777-99
3,53030690-70
3,53000874-70
3,53030636-07
3,51040612-70
3,53073024-30
3,43067043-57
3,53050580-05
3,53050602-TN
3,43035023-12
3,51013050-85
3,43007785-05
3,53030683-OR
3,51093024-99
3,53090679-07
3,51080905-70
3,53023039-15
3,53090546-07
3,44015774-61
3,53000877-02
3,53090844-TN
3,41095821-08
3,53050623-56
3,53030999-30
3,53063000-30
3,43015746-02
3,53060992-99
3,53023042-85
3,53050587-99
3,53010751-50
3,53011056-12
3,53000926-41
3,53030597-56
3,43013748-09
3,53050600-69
3,53070773-70
3,43065750-28
3,53000930-05
3,51090485-06
3,53040611-37
3,53003715-02
3,53040590-45
3,53090547-01
3,51083028-70
3,53050753-32
3,51053043-99
3,53040627-01
3,53060522-27
3,51040588-01
3,43047718-02
3,53035774-02
3,53050611-37
3,53080839-11
3,53070773-14
3,53053763-30
3,53040609-CU
3,51093784-20
3,41045021-02
3,41057801-20
3,53090930-43
3,53135800-20
3,43098828-52
3,53070710-OR
3,53050669-99
3,53040754-32
3,51020812-70
3,57084753-08
3,43087779-TN
3,53090591-12
3,53030547-05
3,53040548-05
3,53010992-20
3,51090674-37
3,53030756-02
3,53063752-99
3,51060587-02
3,51000640-99
3,53090538-07
3,53010873-56
3,53003795-52
3,51020639-99
3,43005027-99
3,53080794-99
3,43063737-OR
3,41037796-26
3,53093039-05
3,53060602-TO
3,53073036-15
3,43047046-05
3,53073730-05
3,53041124-08
3,51071123-01
3,53043037-OR
3,53173045-99
3,51025720-07
3,53193794-OR
3,51091078-85
3,53050722-20
3,53080972-12
3,51003050-99
3,53090850-30
3,43065789-30
3,43037766-11
3,43003738-OR
3,53063000-70
3,43005032-99
3,53080616-07
3,53063753-70
3,53073755-79
3,53020866-86
3,41069069-80
3,53033027-99
3,43057767-70
3,53080918-53
3,43003756-OR
3,53000843-43
3,53040601-15
3,53060875-99
3,53090718-57
3,53070966-94
3,53023044-99
3,53073714-99
3,53023042-12
3,53033792-02
3,53083035-50
3,53020634-99
3,51063744-02
3,43077046-05
3,51041012-TM
3,53090539-07
3,43075758-CG
3,57035930-05
3,51053786-52
3,43015024-99
3,51050640-99
3,43075786-30
3,53050668-25
3,53050546-15
3,51030639-37
3,53033026-99
3,43075810-99
3,41057806-05
3,53047022-51
3,53053709-70
3,51013758-99
3,51060677-08
3,53033715-99
3,53060518-02
3,53000931-43
3,51030897-43
3,51090740-82
3,53033046-05
3,51031021-43
3,53003725-15
3,43077762-01
3,53020980-07
3,51025722-99
3,53030603-02
3,51085026-05
3,53061047-20
3,53070609-28
3,41075777-09
3,51040641-70
3,43075034-05
3,53041130-99
3,53033765-OR
3,53090614-02
3,53030874-05
3,53053709-36
3,53050600-99
3,51043710-99
3,57003650-01
3,43080696-80
3,53080641-99
3,53020890-95
3,53090667-28
3,53090690-02
3,53070765-05
3,43013764-01
3,53040628-02
3,51083712-15
3,53050829-OR
3,53090656-70
3,51060676-10
3,51020639-02
3,53070882-TC
3,51040897-08
3,53020578-07
3,51053043-85
3,51031125-99
3,51093729-56
3,53043753-09
3,51053728-57
3,51050641-02
3,43015035-15
3,51000924-TM
3,53010991-06
3,43017743-32
3,53070640-OR
3,53010995-99
3,53030613-05
3,53020671-32
3,53090586-02
3,53030651-99
3,53030590-45
3,51060966-37
3,43031153-99
3,53040644-02
3,51090637-99
3,53043034-99
3,53023714-99
3,53050581-11
3,51033705-03
3,53090657-81
3,57065924-30
3,53043051-99
3,53080602-20
3,53020805-32
3,53060522-85
3,53090586-37
3,53030662-99
3,51000640-02
3,53061103-99
3,53000843-56
3,43057751-08
3,53060634-06
3,51000622-99
3,43005033-OR
3,53040892-45
3,53020623-99
3,51073704-69
3,53030663-09
3,53043782-02
3,51080613-01
3,41075814-08
3,43017838-11
3,43085020-99
3,53093762-OR
3,53060722-CU
3,53000887-56
3,53083773-OR
3,53040613-07
3,43057761-05
3,53063743-99
3,53030907-99
3,51090896-43
3,51020622-92
3,53093033-78
3,51063777-05
3,53083749-99
3,53127741-OR
3,53020798-05
3,53053745-85
3,53070602-TM
3,53070913-99
3,53060507-06
3,53050887-76
3,43067756-01
3,53060583-52
3,53083050-21
3,51060621-30
3,53000874-01
3,53010934-02
3,53063709-56
3,43087779-01
3,53043049-02
3,53060600-05
3,53030619-01
3,43005827-83
3,51000911-TM
3,43087708-92
3,43013751-08
3,51043761-43
3,53030647-07
3,51030620-02
3,53075032-06
3,53010582-BL
3,53070916-05
3,53003715-37
3,53020670-01
3,53040593-08
3,41025020-02
3,53020724-14
3,41087039-12
3,51000896-99
3,53090673-99
3,43015794-OR
3,53030665-99
3,53080640-85
3,51000639-02
3,51030705-05
3,57007883-OR
3,53070545-07
3,53050867-70
3,53083764-08
3,53071046-99
3,51090750-05
3,53040578-01
3,43005029-08
3,53083713-81
3,53020981-99
3,51080836-70
3,43058829-52
3,53030652-70
3,51080804-08
3,53070992-01
3,53085772-76
3,51051013-99
3,51043029-56
3,43027025-99
3,53030757-02
3,53080586-02
3,53000588-TN
3,53045748-74
3,41041002-99
3,53000617-12
4,53010617-81
4,53020617-81
4,53010615-81
5,53040614-11
5,53050614-11
5,53000618-11
6,53045016-91
6,53073748-91
6,53035016-91
7,53091008-05
7,53061011-05
7,53091015-05
7,53051009-05
7,53041009-05
8,53013785-81
8,53073783-81
8,53053778-81
9,53080581-92
9,53060581-92
9,53070581-92
9,53060576-92
10,53070581-28
10,53080581-28
10,53060576-28
11,53050943-50
11,53070943-50
12,53070943-52
12,53050943-52
13,53083771-08
13,53093771-08
13,53073771-08
13,53033772-08
14,53050664-15
14,53080662-15
15,53050664-20
15,53080662-20
16,53050664-43
16,53080662-43
17,53080662-99
17,53050664-99
18,53150706-85
18,53050706-81
19,57020258-02
19,57030257-02
19,57000259-02
19,57040257-02
19,57040258-02
19,57030258-02
20,57050257-99
20,57030258-99
20,57020258-99
20,57040258-99
20,57050258-99
20,57000259-99
20,57030257-99
20,57040257-99
20,57000157-99
21,57040383-52
21,57000265-52
21,57020352-52
21,57000265-12
21,57000413-OR
21,57050382-46
21,57000431-01
21,57010748-70
21,57040386-52
21,57000418-46
21,57000422-52
21,57010467-52
21,57000420-11
21,57050414-OR
21,57050248-52
21,57050248-08
21,57040350-70
21,57000422-40
21,57000345-12
21,57000422-70
21,57010379-43
21,57030411-OR
21,57000440-52
21,57000378-99
21,57040449-52
21,57040385-46
21,47050017-07
21,57040410-20
21,57030423-52
21,57000420-46
21,57000426-99
21,57030384-20
21,57040378-15
21,57000405-43
21,57000439-43
21,57000351-08
21,57000345-01
21,57000404-15
21,57040451-01
21,47017111-05
21,57000435-43
21,57010466-52
21,57040262-01
21,57000353-15
21,57040382-52
21,57000263-01
21,57030449-08
21,57000431-15
21,57010379-15
21,57050384-20
21,57040377-70
21,57030449-52
21,57020406-52
21,57040378-43
21,57010750-43
21,57040262-70
21,57020434-70
21,57000400-PL
21,57020408-43
21,57010749-70
21,57000358-12
21,57070746-43
21,57030450-08
21,57040417-52
21,57040379-05
21,57000442-CU
21,57040381-52
21,57050248-99
21,57000405-99
21,57000263-40
21,57000418-11
21,57040357-43
21,57000333-99
21,57040387-52
21,57050304-20
22,57064784-CO
22,57071182-21
22,57003278-05
22,57005155-43
22,57005158-70
22,57009102-43
22,57041179-99
22,57031170-PL
22,57005157-99
22,47086714-05
22,57004060-20
22,57001081-50
22,57031179-OR
22,57004061-PL
22,57074783-99
22,57023277-02
22,57069100-43
22,57035152-65
22,57073276-20
22,57061178-70
22,57031172-15
22,57054784-65
22,57064784-99
22,57095149-20
22,57061178-99
22,57004792-26
22,57081167-99
22,57005154-99
22,57082525-PL
22,57013277-05
22,57095149-08
22,57041173-PL
22,57071173-11
22,57083273-PL
22,57093272-05
22,57071173-99
22,57021174-84
22,57065150-99
22,57055150-20
22,57045151-65
22,57004059-OR
22,57041175-12
22,57063276-20
22,57084783-99
22,57044039-OR
22,57005156-08
22,57081177-81
22,57051178-OR
22,57073275-43
22,57061178-05
22,57083276-05
22,57091172-52
22,57041178-OR
22,57001099-40
22,57043276-46
23,57030260-99
23,57030260-83
23,57020253-83
23,57020253-99
23,57010254-99
23,57030252-99
23,57020260-83
23,57030252-83
23,57040252-99
23,57000261-99
23,57020260-99
23,57050252-99
24,57020196-03
24,57000199-03
25,57035934-99
25,57095933-99
25,57055934-99
25,53065035-99
26,57039037-95
26,57039045-11
26,57079075-TM
26,57019080-52
26,57019037-56
26,57039039-96
26,57039034-56
26,57039050-99
26,57039071-TO
26,67040073-90
26,67060573-30
26,67050573-99
26,57009069-TO
26,57039049-08
26,67080524-99
26,57039043-96
26,57039041-11
26,57039046-94
26,67050069-PL
26,57039044-94
26,57009044-99
26,57079403-92
26,57099074-02
26,67010072-PL
26,57059077-TU
26,57039036-38
26,67050070-OR
26,57019089-02
26,57039051-02
26,67050154-57
26,67040094-99
27,57040171-02
27,57000165-02
27,57050164-02
27,57040164-02
27,57040163-02
28,57027764-79
